,addr,busiNm,powerType,stat,statNm
7121,서울특별시 동대문구 사가정로 190,파워큐브,,2,전농우성-10동
7122,서울특별시 동대문구 사가정로 190,파워큐브,,4,전농우성-13동
7123,서울특별시 동대문구 사가정로 190,파워큐브,,2,전농우성-15동
7124,서울특별시 동대문구 사가정로 190,파워큐브,,5,전농우성-15동
7125,서울특별시 동대문구 사가정로 190,파워큐브,,2,전농우성-15동
7126,서울특별시 노원구 섬밭로 139(공릉동),파워큐브,,2,풍림-110동 B1
7127,서울특별시 노원구 섬밭로 139(공릉동),파워큐브,,2,풍림-110동 B1
7128,서울특별시 노원구 섬밭로 139(공릉동),파워큐브,,2,풍림-110동 B1
7129,서울특별시 노원구 섬밭로 139(공릉동),파워큐브,,2,풍림-110동 B2
7130,서울특별시 노원구 섬밭로 139(공릉동),파워큐브,,2,풍림-110동 B2
7131,서울특별시 노원구 섬밭로 139(공릉동),파워큐브,,2,풍림-110동 B2
7132,서울특별시 노원구 섬밭로 139(공릉동),파워큐브,,2,풍림-111동 B1
7133,서울특별시 노원구 섬밭로 139(공릉동),파워큐브,,2,풍림-111동 B1
7134,서울특별시 노원구 섬밭로 139(공릉동),파워큐브,,2,풍림-111동 B2
7135,서울특별시 노원구 섬밭로 139(공릉동),파워큐브,,2,풍림-111동 B2
7136,서울특별시 노원구 섬밭로 139(공릉동),파워큐브,,4,풍림-113동 B1
7137,서울특별시 노원구 섬밭로 139(공릉동),파워큐브,,4,풍림-113동 B2
7138,서울특별시 노원구 섬밭로 139(공릉동),파워큐브,,2,풍림-114동 B1
7139,서울특별시 노원구 섬밭로 139(공릉동),파워큐브,,2,풍림-114동 B2
7140,서울특별시 노원구 공릉로42길 13-14(공릉동),파워큐브,,5,공릉신성미소지움-101동
7141,서울특별시 노원구 공릉로42길 13-14(공릉동),파워큐브,,2,공릉신성미소지움-102동
7142,서울특별시 서초구 서초중앙로 15(서초동),파워큐브,,5,현대슈퍼빌-A
7143,서울특별시 서초구 서초중앙로 15(서초동),파워큐브,,2,현대슈퍼빌-A
7144,서울특별시 서초구 서초중앙로 15(서초동),파워큐브,,3,현대슈퍼빌-A
7145,서울특별시 서초구 서초중앙로 15(서초동),파워큐브,,2,현대슈퍼빌-A
7146,서울특별시 서초구 서초중앙로 15(서초동),파워큐브,,2,현대슈퍼빌-B
7147,서울특별시 서초구 서초중앙로 15(서초동),파워큐브,,2,현대슈퍼빌-B
7148,서울특별시 서초구 서초중앙로 15(서초동),파워큐브,,5,현대슈퍼빌-B
7149,서울특별시 서초구 서초중앙로 15(서초동),파워큐브,,2,현대슈퍼빌-B
7150,서울특별시 서초구 서초중앙로 15(서초동),파워큐브,,2,현대슈퍼빌-C
7151,서울특별시 서초구 서초중앙로 15(서초동),파워큐브,,2,현대슈퍼빌-C
7152,서울특별시 서초구 서초중앙로 15(서초동),파워큐브,,2,현대슈퍼빌-C
7153,서울특별시 서초구 서초중앙로 15(서초동),파워큐브,,2,현대슈퍼빌-C
7154,서울특별시 서초구 서초중앙로 15(서초동),파워큐브,,2,현대슈퍼빌-D
7155,서울특별시 서초구 서초중앙로 15(서초동),파워큐브,,2,현대슈퍼빌-D
7156,서울특별시 서초구 서초중앙로 15(서초동),파워큐브,,2,현대슈퍼빌-D
7157,서울특별시 서초구 서초중앙로 15(서초동),파워큐브,,2,현대슈퍼빌-D
7158,서울특별시 서초구 서초중앙로 15(서초동),파워큐브,,2,현대슈퍼빌-D
7159,서울특별시 서초구 서초중앙로 15(서초동),파워큐브,,3,현대슈퍼빌-상가동
7160,서울특별시 성동구 성수일로4길 26,파워큐브,,2,현대숲힐스테이트
7161,서울특별시 성동구 성수일로4길 26,파워큐브,,2,현대숲힐스테이트
7162,서울특별시 성동구 성수일로4길 26,파워큐브,,2,현대숲힐스테이트
7163,서울특별시 성동구 성수일로4길 26,파워큐브,,2,현대숲힐스테이트
7164,서울특별시 성동구 성수일로4길 26,파워큐브,,2,현대숲힐스테이트
7165,서울특별시 성동구 성수일로4길 26,파워큐브,,2,현대숲힐스테이트
7166,서울특별시 성동구 성수일로4길 26,파워큐브,,2,현대숲힐스테이트
7167,서울특별시 성동구 성수일로4길 26,파워큐브,,2,현대숲힐스테이트
7168,서울특별시 서초구 헌릉로8길 45(내곡동),파워큐브,,2,서초포레스타2단지
7169,서울특별시 서초구 헌릉로8길 45(내곡동),파워큐브,,2,서초포레스타2단지
7170,서울특별시 서초구 헌릉로8길 45(내곡동),파워큐브,,2,서초포레스타2단지
7171,서울특별시 서초구 헌릉로8길 45(내곡동),파워큐브,,2,서초포레스타2단지
7172,서울특별시 서초구 헌릉로8길 45(내곡동),파워큐브,,3,서초포레스타2단지
7173,서울특별시 서초구 헌릉로8길 45(내곡동),파워큐브,,2,서초포레스타2단지
7174,서울특별시 서초구 헌릉로8길 45(내곡동),파워큐브,,2,서초포레스타2단지
7175,서울특별시 서초구 헌릉로8길 45(내곡동),파워큐브,,2,서초포레스타2단지
7176,서울특별시 서초구 헌릉로8길 45(내곡동),파워큐브,,2,서초포레스타2단지
7177,서울특별시 서초구 헌릉로8길 45(내곡동),파워큐브,,2,서초포레스타2단지
7178,서울특별시 서초구 헌릉로8길 45(내곡동),파워큐브,,2,서초포레스타2단지
7179,서울특별시 은평구 진관1로 21-10,파워큐브,,2,은평뉴타운 박석고개 제1단지-117동
7180,서울특별시 은평구 진관1로 21-10,파워큐브,,5,은평뉴타운 박석고개 제1단지-117동
7181,서울특별시 은평구 진관1로 21-10,파워큐브,,2,은평뉴타운 박석고개 제1단지-119동
7182,서울특별시 은평구 진관1로 21-10,파워큐브,,2,은평뉴타운 박석고개 제1단지-119동
7183,서울특별시 은평구 진관1로 21-10,파워큐브,,2,은평뉴타운 박석고개 제1단지-124동
7184,서울특별시 은평구 진관1로 21-10,파워큐브,,2,은평뉴타운 박석고개 제1단지-124동
7185,서울특별시 은평구 진관1로 21-10,파워큐브,,2,은평뉴타운 박석고개 제1단지-124동
7186,서울특별시 은평구 진관1로 21-10,파워큐브,,2,은평뉴타운 박석고개 제1단지-127동
7187,서울특별시 은평구 진관1로 21-10,파워큐브,,2,은평뉴타운 박석고개 제1단지-127동
7188,서울특별시 은평구 진관1로 21-10,파워큐브,,9,은평뉴타운 박석고개 제1단지-131동
7189,서울특별시 은평구 진관1로 21-10,파워큐브,,4,은평뉴타운 박석고개 제1단지-131동
7190,서울특별시 마포구 토정로 158,파워큐브,,3,한강밤섬자이-105동
7191,서울특별시 마포구 토정로 158,파워큐브,,2,한강밤섬자이-105동
7192,서울특별시 마포구 토정로 158,파워큐브,,2,한강밤섬자이-105동
7193,서울특별시 마포구 토정로 158,파워큐브,,2,한강밤섬자이-102동
7194,서울특별시 마포구 토정로 158,파워큐브,,2,한강밤섬자이-102동
7195,서울특별시 마포구 토정로 158,파워큐브,,2,한강밤섬자이-101동
7196,서울특별시 마포구 토정로 158,파워큐브,,1,한강밤섬자이-101동
7197,서울특별시 마포구 토정로 158,파워큐브,,2,한강밤섬자이-101동
7198,서울특별시 마포구 토정로 158,파워큐브,,2,한강밤섬자이-101동
7199,서울특별시 서초구 청계산로9길 1-12(신원동),파워큐브,,2,서초포레스타6단지-608동
7200,서울특별시 서초구 청계산로9길 1-12(신원동),파워큐브,,2,서초포레스타6단지-608동
7201,서울특별시 서초구 청계산로9길 1-12(신원동),파워큐브,,2,서초포레스타6단지-608동
7202,서울특별시 동대문구 천호대로93길 56(장안동),파워큐브,,4,장한평월드메르디앙
7203,서울특별시 관악구 청림3길 10,파워큐브,,2,서희스타힐스
7204,서울특별시 관악구 청림3길 10,파워큐브,,2,서희스타힐스
7205,서울특별시 용산구 한강대로 372,파워큐브,,2,동부센트레빌아스테리움서울 A
7206,서울특별시 용산구 한강대로 372,파워큐브,,2,동부센트레빌아스테리움서울 A
7207,서울특별시 용산구 한강대로 372,파워큐브,,5,동부센트레빌아스테리움서울 A
7208,서울특별시 용산구 한강대로 372,파워큐브,,2,동부센트레빌아스테리움서울
7209,서울특별시 용산구 한강대로 372,파워큐브,,2,동부센트레빌아스테리움서울
7210,서울특별시 용산구 한강대로 372,파워큐브,,2,동부센트레빌아스테리움서울
7211,서울특별시 용산구 한강대로 372,파워큐브,,2,동부센트레빌아스테리움서울
7212,서울특별시 용산구 독서당로 46,파워큐브,,2,한남아이파크
7213,서울특별시 용산구 독서당로 46,파워큐브,,2,한남아이파크
7214,서울특별시 송파구 동남로 225,파워큐브,,9,래미안파크팰리스-106동
7215,서울특별시 송파구 동남로 225,파워큐브,,2,래미안파크팰리스-106동
7216,"서울특별시 동대문구 한천로 42 (장안동, 위더스빌)",파워큐브,,2,장안위더스빌주상복합-지하3층
7217,서울특별시 도봉구 도봉로 136번길 28,파워큐브,,5,북한산아이파크
7218,서울특별시 도봉구 도봉로 136번길 28,파워큐브,,5,북한산아이파크
7219,서울특별시 강북구 삼양로27길 95,파워큐브,,2,두산위브트레지움-204동
7220,서울특별시 강북구 삼양로27길 95,파워큐브,,2,두산위브트레지움-204동
7221,서울특별시 강북구 삼양로27길 95,파워큐브,,2,두산위브트레지움-204동
7222,서울특별시 강북구 삼양로27길 95,파워큐브,,2,두산위브트레지움-207동
7223,서울특별시 강북구 삼양로27길 95,파워큐브,,2,두산위브트레지움-207동
7224,서울특별시 강북구 삼양로27길 95,파워큐브,,2,두산위브트레지움-207동
7225,서울특별시 강북구 삼양로27길 95,파워큐브,,2,두산위브트레지움-208동
7226,서울특별시 강북구 삼양로27길 95,파워큐브,,2,두산위브트레지움-208동
7227,서울특별시 강북구 삼양로27길 95,파워큐브,,2,두산위브트레지움-208동
7228,서울특별시 강북구 삼양로27길 95,파워큐브,,2,두산위브트레지움-213동
7229,서울특별시 강북구 삼양로27길 95,파워큐브,,2,두산위브트레지움-213동
7230,서울특별시 강북구 삼양로27길 95,파워큐브,,2,두산위브트레지움-213동
7231,서울특별시 강북구 삼양로27길 80,파워큐브,,2,두산위브트레지움-302동
7232,서울특별시 강북구 삼양로27길 80,파워큐브,,2,두산위브트레지움-302동
7233,서울특별시 강북구 삼양로27길 80,파워큐브,,2,두산위브트레지움-306동
7234,서울특별시 강북구 삼양로27길 80,파워큐브,,2,두산위브트레지움-306동
7235,서울특별시 강북구 삼양로27길 80,파워큐브,,2,두산위브트레지움-306동
7236,서울특별시 용산구 이촌로29길 21-7,파워큐브,,2,우림필유
7237,서울특별시 동작구 매봉로 123,파워큐브,,2,본동삼성래미안 A
7238,서울특별시 동작구 매봉로 123,파워큐브,,2,본동삼성래미안 A
7239,서울특별시 동작구 매봉로 123,파워큐브,,2,본동삼성래미안
7240,서울특별시 동작구 매봉로 123,파워큐브,,2,본동삼성래미안
7241,서울특별시 동작구 매봉로 123,파워큐브,,4,본동삼성래미안 B
7242,서울특별시 송파구 풍성로 52,파워큐브,,2,풍납대아
7243,서울특별시 은평구 진관4로 107,파워큐브,,2,은평뉴타운상림마을6단지
7244,서울특별시 은평구 진관4로 107,파워큐브,,2,은평뉴타운상림마을6단지
7245,서울특별시 은평구 진관4로 107,파워큐브,,2,은평뉴타운상림마을6단지
7246,서울특별시 은평구 진관4로 107,파워큐브,,2,은평뉴타운상림마을6단지
7247,서울특별시 동대문구 사가정로 65,파워큐브,,2,래미안크레시티-107동
7248,서울특별시 동대문구 사가정로 65,파워큐브,,5,래미안크레시티-107동
7249,서울특별시 동대문구 사가정로 65,파워큐브,,2,래미안크레시티-108동
7250,서울특별시 동대문구 사가정로 65,파워큐브,,2,래미안크레시티-108동
7251,서울특별시 동대문구 사가정로 65,파워큐브,,2,래미안크레시티-108동
7252,서울특별시 동대문구 사가정로 65,파워큐브,,2,래미안크레시티-109동
7253,서울특별시 동대문구 사가정로 65,파워큐브,,2,래미안크레시티-109동
7254,서울특별시 동대문구 사가정로 65,파워큐브,,2,래미안크레시티-109동
7255,서울특별시 동대문구 사가정로 65,파워큐브,,2,래미안크레시티-202동
7256,서울특별시 동대문구 사가정로 65,파워큐브,,3,래미안크레시티-202동
7257,서울특별시 동대문구 사가정로 65,파워큐브,,2,래미안크레시티-202동
7258,서울특별시 동대문구 사가정로 65,파워큐브,,2,래미안크레시티-207동
7259,서울특별시 동대문구 사가정로 65,파워큐브,,2,래미안크레시티-207동
7260,서울특별시 동대문구 사가정로 65,파워큐브,,2,래미안크레시티-207동
7261,서울특별시 동대문구 사가정로 65,파워큐브,,2,래미안크레시티-209동
7262,서울특별시 동대문구 사가정로 65,파워큐브,,2,래미안크레시티-209동
7263,서울특별시 동대문구 사가정로 65,파워큐브,,2,래미안크레시티-209동
7264,서울특별시 동대문구 사가정로 65,파워큐브,,2,래미안크레시티-213동
7265,서울특별시 동대문구 사가정로 65,파워큐브,,2,래미안크레시티-213동
7266,서울특별시 동대문구 사가정로 65,파워큐브,,2,래미안크레시티-213동
7267,서울특별시 동대문구 사가정로 65,파워큐브,,2,래미안크레시티-302동
7268,서울특별시 동대문구 사가정로 65,파워큐브,,2,래미안크레시티-302동
7269,서울특별시 동대문구 사가정로 65,파워큐브,,2,래미안크레시티-302동
7270,서울특별시 동대문구 사가정로 65,파워큐브,,4,래미안크레시티-305동
7271,서울특별시 동대문구 사가정로 65,파워큐브,,4,래미안크레시티-305동
7272,서울특별시 동대문구 사가정로 65,파워큐브,,4,래미안크레시티-305동
7273,서울특별시 동대문구 사가정로 65,파워큐브,,5,래미안크레시티-307동
7274,서울특별시 동대문구 사가정로 65,파워큐브,,2,래미안크레시티-307동
7275,서울특별시 동대문구 사가정로 65,파워큐브,,9,래미안크레시티-307동
7276,서울특별시 동대문구 한천로 42 ,파워큐브,,9,장안위더스빌주상복합
7277,서울특별시 송파구 동남로 225,파워큐브,,1,래미안파크팰리스-109동
7278,서울특별시 송파구 송파대로32길 15,파워큐브,,2,가락금호아파트
7279,서울특별시 송파구 송파대로32길 15,파워큐브,,2,가락금호아파트
7280,서울특별시 송파구 송파대로32길 15,파워큐브,,2,가락금호아파트
7281,서울특별시 송파구 송파대로32길 15,파워큐브,,2,가락금호아파트
7282,서울특별시 송파구 송파대로32길 15,파워큐브,,2,가락금호아파트
7283,서울특별시 송파구 송파대로32길 15,파워큐브,,2,가락금호아파트
7284,서울특별시 송파구 송파대로32길 15,파워큐브,,2,가락금호아파트
7285,서울특별시 영등포구 영신로 237,파워큐브,,3,당산롯데캐슬프레스티지아파트
7286,서울특별시 영등포구 영신로 237,파워큐브,,2,당산롯데캐슬프레스티지아파트
7287,서울특별시 영등포구 영신로 237,파워큐브,,2,당산롯데캐슬프레스티지아파트
7288,서울특별시 송파구 양재대로72길 15,파워큐브,,2,오금현대 백조아파트
7289,서울특별시 송파구 양재대로72길 15,파워큐브,,3,오금현대 백조아파트
7290,서울특별시 은평구 갈현로23길 41,파워큐브,,1,길현동한솔아파트
7291,서울특별시 은평구 갈현로23길 41,파워큐브,,1,길현동한솔아파트
7292,서울특별시 은평구 백련산로 160,파워큐브,,1,녹번역센트레빌아파트
7293,서울특별시 은평구 백련산로 160,파워큐브,,2,녹번역센트레빌아파트
7294,서울특별시 은평구 백련산로 160,파워큐브,,2,녹번역센트레빌아파트
7295,서울특별시 은평구 백련산로 160,파워큐브,,1,녹번역센트레빌아파트
7296,서울특별시 서초구 효령로33길 50,파워큐브,,2,방배서리플이편한세상
7297,서울특별시 서초구 효령로33길 50,파워큐브,,2,방배서리플이편한세상
7298,서울특별시 서초구 효령로33길 50,파워큐브,,2,방배서리플이편한세상
7299,서울특별시 서초구 효령로33길 50,파워큐브,,2,방배서리플이편한세상
7300,서울특별시 서초구 효령로33길 50,파워큐브,,2,방배서리플이편한세상
7301,서울특별시 서초구 효령로33길 50,파워큐브,,2,방배서리플이편한세상
7302,서울특별시 서초구 효령로33길 50,파워큐브,,2,방배서리플이편한세상
7303,서울특별시 서초구 효령로33길 50,파워큐브,,2,방배서리플이편한세상
7304,서울특별시 서초구 효령로33길 50,파워큐브,,2,방배서리플이편한세상
7305,서울특별시 서초구 서운로 104,파워큐브,,2,래미안서초에스티지S
7306,서울특별시 서초구 서운로 104,파워큐브,,3,래미안서초에스티지S
7307,서울특별시 서초구 서운로 104,파워큐브,,2,래미안서초에스티지S
7308,서울특별시 서초구 서운로 104,파워큐브,,3,래미안서초에스티지S
7309,서울특별시 서초구 서운로 104,파워큐브,,2,래미안서초에스티지S
7310,서울특별시 서초구 서운로 104,파워큐브,,3,래미안서초에스티지S
7311,서울특별시 서초구 서운로 104,파워큐브,,2,래미안서초에스티지S
7312,서울특별시 송파구 송파대로8길 10,파워큐브,,2,송파파인타운13단지아파트
7313,서울특별시 송파구 송파대로8길 10,파워큐브,,2,송파파인타운13단지아파트
7314,서울특별시 성북구 종암로23길 35,파워큐브,,2,래미안세레니티아파트
7315,서울특별시 성북구 종암로23길 35,파워큐브,,2,래미안세레니티아파트
7316,서울특별시 성북구 종암로23길 35,파워큐브,,2,래미안세레니티아파트
7317,서울특별시 성북구 종암로23길 35,파워큐브,,2,래미안세레니티아파트
7318,서울특별시 성북구 종암로23길 35,파워큐브,,3,래미안세레니티아파트
7319,서울특별시 성북구 종암로23길 35,파워큐브,,3,래미안세레니티아파트
7320,서울특별시 중랑구 중랑천로 286,파워큐브,,3,묵동아이파크
7321,서울특별시 중랑구 중랑천로 286,파워큐브,,2,묵동아이파크
7322,서울특별시 중랑구 중랑천로 286,파워큐브,,2,묵동아이파크
7323,서울특별시 중랑구 중랑천로 286,파워큐브,,2,묵동아이파크
7324,서울특별시 중랑구 중랑천로 286,파워큐브,,2,묵동아이파크
7325,서울특별시 강남구 도산대로96길 39,파워큐브,,2,삼성청담공원아파트
7326,서울특별시 강남구 도산대로96길 39,파워큐브,,2,삼성청담공원아파트
7327,서울특별시 강남구 도산대로96길 39,파워큐브,,2,삼성청담공원아파트
7328,서울특별시 강남구 도산대로96길 39,파워큐브,,2,삼성청담공원아파트
7329,서울특별시 강남구 도산대로96길 39,파워큐브,,2,삼성청담공원아파트
7330,서울특별시 서대문구 통일로34길 46,파워큐브,,2,인왕산힐스테이트아파트
7331,서울특별시 서대문구 통일로34길 46,파워큐브,,2,인왕산힐스테이트아파트
7332,서울특별시 서대문구 통일로34길 46,파워큐브,,2,인왕산힐스테이트아파트
7333,서울특별시 서대문구 통일로34길 46,파워큐브,,1,인왕산힐스테이트아파트
7334,서울특별시 서대문구 통일로34길 46,파워큐브,,1,인왕산힐스테이트아파트
7335,서울특별시 서대문구 통일로34길 46,파워큐브,,1,인왕산힐스테이트아파트
7336,서울특별시 성북구 동소문로 284,파워큐브,,1,길음서희스타힐스아파트
7337,서울특별시 성북구 동소문로 284,파워큐브,,2,길음서희스타힐스아파트
7338,서울특별시 성북구 동소문로 284,파워큐브,,2,길음서희스타힐스아파트
7339,서울특별시 광진구 능동로4길 78,파워큐브,,3,우방리버파크
7340,서울특별시 서대문구 모래내로15길 61,파워큐브,,2,가재울초등학교
7341,서울특별시 서대문구 모래내로15길 61,파워큐브,,2,가재울초등학교
7342,서울특별시 양천구 목동중앙북로 38,파워큐브,,2,목동롯데캐슬위너아파트
7343,서울특별시 양천구 목동중앙북로 38,파워큐브,,1,목동롯데캐슬위너아파트
7344,서울특별시 양천구 목동중앙북로 38,파워큐브,,2,목동롯데캐슬위너아파트
7345,서울특별시 양천구 목동중앙북로 38,파워큐브,,2,목동롯데캐슬위너아파트
7346,서울특별시 은평구 백련산로 38,파워큐브,,2,백련산힐스테이트2차
7347,서울특별시 은평구 백련산로 38,파워큐브,,2,백련산힐스테이트2차
7348,서울특별시 은평구 백련산로 38,파워큐브,,2,백련산힐스테이트2차
7349,서울특별시 은평구 백련산로 38,파워큐브,,2,백련산힐스테이트2차
7350,서울특별시 은평구 백련산로 38,파워큐브,,2,백련산힐스테이트2차
7351,서울특별시 은평구 백련산로 38,파워큐브,,2,백련산힐스테이트2차
7352,서울특별시 은평구 백련산로 38,파워큐브,,2,백련산힐스테이트2차
7353,서울특별시 은평구 백련산로 38,파워큐브,,2,백련산힐스테이트2차
7354,서울특별시 은평구 백련산로 38,파워큐브,,2,백련산힐스테이트2차
7355,서울특별시 은평구 백련산로 38,파워큐브,,2,백련산힐스테이트2차
7356,서울특별시 광진구 아차산로 345,파워큐브,,2,자양래미안프리미어팰리스
7357,서울특별시 광진구 아차산로 345,파워큐브,,2,자양래미안프리미어팰리스
7358,서울특별시 광진구 아차산로 345,파워큐브,,2,자양래미안프리미어팰리스
7359,서울특별시 광진구 아차산로 345,파워큐브,,2,자양래미안프리미어팰리스
7360,서울특별시 광진구 아차산로 345,파워큐브,,2,자양래미안프리미어팰리스
7361,서울특별시 광진구 아차산로 345,파워큐브,,2,자양래미안프리미어팰리스
7362,서울특별시 광진구 아차산로 345,파워큐브,,3,자양래미안프리미어팰리스
7363,서울특별시 광진구 아차산로 345,파워큐브,,2,자양래미안프리미어팰리스
7364,서울특별시 동작구 상도로 346-1,파워큐브,,2,상도엠코타운센트럴파크
7365,서울특별시 동작구 상도로 346-1,파워큐브,,3,상도엠코타운센트럴파크
7366,서울특별시 동작구 상도로 346-1,파워큐브,,2,상도엠코타운센트럴파크
7367,서울특별시 동작구 상도로 346-1,파워큐브,,2,상도엠코타운센트럴파크
7368,서울특별시 동작구 상도로 346-1,파워큐브,,2,상도엠코타운센트럴파크
7369,서울특별시 강서구 마곡중앙로 33,파워큐브,,2,마곡엠밸리14단지
7370,서울특별시 강서구 마곡중앙로 33,파워큐브,,2,마곡엠밸리14단지
7371,서울특별시 강서구 마곡중앙로 33,파워큐브,,2,마곡엠밸리14단지
7372,서울특별시 강서구 마곡중앙로 33,파워큐브,,2,마곡엠밸리14단지
7373,서울특별시 강서구 마곡중앙로 33,파워큐브,,3,마곡엠밸리14단지
7374,서울특별시 강서구 마곡중앙로 33,파워큐브,,2,마곡엠밸리14단지
7375,서울특별시 강서구 마곡중앙로 33,파워큐브,,2,마곡엠밸리14단지
7376,서울특별시 강서구 마곡중앙로 33,파워큐브,,2,마곡엠밸리14단지
7377,서울특별시 강서구 마곡중앙로 33,파워큐브,,2,마곡엠밸리14단지
7378,서울특별시 강서구 마곡중앙로 33,파워큐브,,2,마곡엠밸리14단지
7379,서울특별시 강서구 화곡로 379,파워큐브,,2,학교법인경향학원
7380,서울특별시 송파구 충민로 152,파워큐브,,2,송파파인타운3단지아파트
7381,서울특별시 송파구 충민로 152,파워큐브,,2,송파파인타운3단지아파트
7382,서울특별시 송파구 충민로 152,파워큐브,,2,송파파인타운3단지아파트
7383,서울특별시 송파구 충민로 152,파워큐브,,3,송파파인타운3단지아파트
7384,서울특별시 송파구 충민로 152,파워큐브,,2,송파파인타운3단지아파트
7385,서울특별시 송파구 충민로 152,파워큐브,,2,송파파인타운3단지아파트
7386,서울특별시 송파구 충민로 152,파워큐브,,2,송파파인타운3단지아파트
7387,서울특별시 동작구 상도로 320,파워큐브,,2,상도동중앙하이츠빌아파트
7388,서울특별시 동작구 상도로 320,파워큐브,,2,상도동중앙하이츠빌아파트
7389,서울특별시 동작구 상도로 320,파워큐브,,2,상도동중앙하이츠빌아파트
7390,서울특별시 동작구 상도로 320,파워큐브,,5,상도동중앙하이츠빌아파트
7391,서울특별시 동작구 상도로 320,파워큐브,,3,상도동중앙하이츠빌아파트
7392,서울특별시 동작구 상도로 320,파워큐브,,5,상도동중앙하이츠빌아파트
7393,서울특별시 동작구 상도로 320,파워큐브,,5,상도동중앙하이츠빌아파트
7394,서울특별시 용산구 이촌로88길 30,파워큐브,,2,삼성리버스위트아파트
7395,서울특별시 용산구 이촌로88길 30,파워큐브,,3,삼성리버스위트아파트
7396,서울특별시 광진구 뚝섬로36길 19,파워큐브,,3,자양8차현대홈타운
7397,서울특별시 광진구 뚝섬로36길 19,파워큐브,,2,자양8차현대홈타운
7398,서울특별시 강서구 우현로 67,파워큐브,,2,강서힐스테이트아파트
7399,서울특별시 강서구 우현로 67,파워큐브,,2,강서힐스테이트아파트
7400,서울특별시 강서구 우현로 67,파워큐브,,2,강서힐스테이트아파트
7401,서울특별시 강서구 우현로 67,파워큐브,,3,강서힐스테이트아파트
7402,서울특별시 강서구 우현로 67,파워큐브,,3,강서힐스테이트아파트
7403,서울특별시 강서구 우현로 67,파워큐브,,2,강서힐스테이트아파트
7404,서울특별시 강서구 우현로 67,파워큐브,,2,강서힐스테이트아파트
7405,서울특별시 강서구 우현로 67,파워큐브,,2,강서힐스테이트아파트
7406,서울특별시 강서구 우현로 67,파워큐브,,2,강서힐스테이트아파트
7407,서울특별시 강서구 우현로 67,파워큐브,,2,강서힐스테이트아파트
7408,서울특별시 동대문구 답십리로 141,파워큐브,,9,래미안미드카운티아파트
7409,서울특별시 동대문구 답십리로 141,파워큐브,,9,래미안미드카운티아파트
7410,서울특별시 동대문구 답십리로 141,파워큐브,,9,래미안미드카운티아파트
7411,서울특별시 동대문구 답십리로 141,파워큐브,,9,래미안미드카운티아파트
7412,서울특별시 동대문구 답십리로 141,파워큐브,,9,래미안미드카운티아파트
7413,서울특별시 동대문구 답십리로 141,파워큐브,,9,래미안미드카운티아파트
7414,서울특별시 동대문구 답십리로 141,파워큐브,,9,래미안미드카운티아파트
7415,서울특별시 동대문구 답십리로 141,파워큐브,,9,래미안미드카운티아파트
7416,서울특별시 동대문구 답십리로 141,파워큐브,,9,래미안미드카운티아파트
7417,서울특별시 동대문구 답십리로 141,파워큐브,,9,래미안미드카운티아파트
7418,서울특별시 은평구 통일로 610,파워큐브,,2,힐스테이트녹번아파트
7419,서울특별시 은평구 통일로 610,파워큐브,,2,힐스테이트녹번아파트
7420,서울특별시 은평구 통일로 610,파워큐브,,2,힐스테이트녹번아파트
7421,서울특별시 은평구 통일로 610,파워큐브,,3,힐스테이트녹번아파트
7422,서울특별시 강남구 선릉로 801,파워큐브,,9,서현산업(주)
7423,서울특별시 강남구 선릉로 801,파워큐브,,9,서현산업(주)
7424,서울특별시 서초구 신반포로15길 19,파워큐브,,9,아크로리버파크
7425,서울특별시 서초구 신반포로15길 19,파워큐브,,9,아크로리버파크
7426,서울특별시 서초구 신반포로15길 19,파워큐브,,9,아크로리버파크
7427,서울특별시 서초구 신반포로15길 19,파워큐브,,9,아크로리버파크
7428,서울특별시 서초구 신반포로15길 19,파워큐브,,9,아크로리버파크
7429,서울특별시 서초구 신반포로15길 19,파워큐브,,9,아크로리버파크
7430,서울특별시 서초구 신반포로15길 19,파워큐브,,9,아크로리버파크
7431,서울특별시 서초구 신반포로15길 19,파워큐브,,9,아크로리버파크
7432,서울특별시 용산구 새창로 70,파워큐브,,2,도원삼성래미안아파트
7433,서울특별시 용산구 새창로 70,파워큐브,,2,도원삼성래미안아파트
7434,서울특별시 용산구 새창로 70,파워큐브,,2,도원삼성래미안아파트
7435,서울특별시 성북구 화랑로 76,파워큐브,,9,코업스타클래스
7436,서울특별시 성북구 화랑로 76,파워큐브,,9,코업스타클래스
7437,서울특별시 성북구 화랑로 76,파워큐브,,9,코업스타클래스
7438,서울특별시 성북구 화랑로 76,파워큐브,,9,코업스타클래스
7439,서울특별시 성북구 화랑로 76,파워큐브,,9,코업스타클래스
7440,서울특별시 성북구 화랑로 76,파워큐브,,9,코업스타클래스
7441,서울특별시 성북구 화랑로 76,파워큐브,,9,코업스타클래스
7442,서울특별시 성북구 화랑로 76,파워큐브,,9,코업스타클래스
7443,서울특별시 성북구 화랑로 76,파워큐브,,9,코업스타클래스
7444,서울특별시 성북구 화랑로 76,파워큐브,,9,코업스타클래스
7445,서울특별시 성북구 서경로 31,파워큐브,,9,푸른마을동아아파트
7446,서울특별시 성북구 서경로 31,파워큐브,,9,푸른마을동아아파트
7447,서울특별시 성북구 서경로 31,파워큐브,,9,푸른마을동아아파트
7448,서울특별시 성북구 서경로 31,파워큐브,,9,푸른마을동아아파트
